,Room_Type,Hotel_Name,Time_of_Year,Length_of_Stay,Special_Events,Day_of_the_Week,Customer_Ratings,Competitor_Pricing,Historical_Sales_Data,Optimal_Pricing
3740,Double,Sheraton,Summer,41.0,Festivals,Wednesday,High,339.36,3287.98,575.0972377308915
3741,Suite,Holiday Inn,Summer,61.0,Festivals,Thursday,High,319.31,3690.86,690.9143715862784
3742,Deluxe,Holiday Inn,Spring,63.0,Sports Events,Thursday,High,406.42,4377.56,843.2056497998515
3743,Suite,Marriott,Summer,23.0,Festivals,Wednesday,Low,364.32,5940.02,922.482369595003
3744,Double,Marriott,Spring,54.0,Sports Events,Wednesday,Medium,381.91,5543.43,478.1130513260742
3745,Suite,Holiday Inn,Summer,32.0,Sports Events,Thursday,Medium,508.47,2872.67,764.941070147161
3746,Deluxe,Hilton,Spring,29.0,Festivals,Thursday,High,362.84,3182.01,711.5980943303992
3747,Suite,Sheraton,Spring,45.0,Sports Events,Thursday,Medium,655.74,5385.98,759.2134380052138
3748,Double,Sheraton,Winter,45.0,Festivals,Thursday,High,539.32,6341.29,639.8513322698795
3749,Double,Marriott,Spring,51.0,Conferences,Thursday,Medium,455.94,5588.25,838.5675548349466
3750,Suite,Sheraton,Spring,52.0,Festivals,Wednesday,Medium,483.29,3187.83,682.9162305344037
3751,Double,Holiday Inn,Spring,45.0,Conferences,Thursday,Medium,517.18,5591.26,972.7886246811611
3752,Suite,Holiday Inn,Spring,57.0,Festivals,Thursday,Medium,748.2,5978.75,1021.3595946630429
3753,Double,Marriott,Summer,41.0,Festivals,Thursday,High,548.46,4040.65,849.3680068336681
3754,Double,Marriott,Winter,15.0,Festivals,Thursday,Low,397.01,4402.63,213.7829592629127
3755,Double,Sheraton,Summer,43.0,Festivals,Tuesday,Medium,408.14,2495.07,411.2497626758978
3756,Deluxe,Holiday Inn,Summer,42.0,Conferences,Thursday,Medium,563.05,3387.39,1225.7560393260305
3757,Suite,Holiday Inn,Spring,44.0,Festivals,Thursday,Low,409.28,4620.45,809.7432015531579
3758,Double,Hilton,Summer,39.0,Festivals,Wednesday,Low,592.07,2522.85,608.8105783042155
3759,Suite,Hilton,Spring,45.0,Festivals,Thursday,Medium,509.06,3744.35,643.0324645755059
3760,Suite,Holiday Inn,Summer,46.0,Festivals,Thursday,Medium,429.8,7678.91,1249.146237365322
3761,Suite,Sheraton,Summer,55.0,Conferences,Wednesday,Medium,630.11,6506.86,1290.0321776291046
3762,Deluxe,Holiday Inn,Summer,54.0,Festivals,Wednesday,Low,457.43,5586.51,1226.7833399240242
3763,Double,Holiday Inn,Summer,39.0,Festivals,Friday,Medium,540.03,5225.56,838.6322971148505
3764,Suite,Hilton,Spring,22.0,Festivals,Friday,High,573.59,4193.08,882.8106273263998
3765,Suite,Holiday Inn,Spring,43.0,Festivals,Thursday,Medium,541.89,4090.43,674.334711745263
3766,Deluxe,Holiday Inn,Spring,53.0,Festivals,Thursday,High,207.41,6165.23,894.717436020808
3767,Suite,Holiday Inn,Spring,47.0,Conferences,Friday,Medium,508.76,3710.62,944.7938140531061
3768,Suite,Sheraton,Spring,56.0,Conferences,Thursday,Medium,411.54,3146.84,618.3142279972219
3769,Suite,Holiday Inn,Summer,59.0,Festivals,Thursday,Low,645.49,3027.55,1172.0351239686852
3770,Suite,Marriott,Spring,45.0,Sports Events,Thursday,High,417.85,5519.29,724.3427072277365
3771,Suite,Holiday Inn,Spring,33.0,Festivals,Wednesday,Low,428.91,4092.9,845.2045229011782
3772,Double,Sheraton,Summer,72.0,Festivals,Friday,Medium,577.37,3520.68,1070.257454408737
3773,Double,Hilton,Spring,40.0,Festivals,Thursday,Medium,488.15,5100.56,581.7238174512609
3774,Double,Holiday Inn,Summer,31.0,Sports Events,Wednesday,Medium,438.62,7056.64,620.8545672956147
3775,Suite,Holiday Inn,Summer,58.0,Sports Events,Tuesday,Medium,531.58,5896.19,882.3320818334571
3776,Double,Marriott,Spring,36.0,Festivals,Wednesday,Medium,656.68,4948.53,736.5047406742683
3777,Suite,Hilton,Summer,42.0,Festivals,Thursday,Medium,601.18,3465.55,896.5932042996956
3778,Double,Holiday Inn,Summer,29.0,Sports Events,Saturday,Medium,384.23,4808.82,940.90277930755
3779,Suite,Holiday Inn,Summer,47.0,Festivals,Friday,High,627.94,6140.09,1251.8912432415655
3780,Suite,Holiday Inn,Spring,69.0,Festivals,Thursday,Low,459.18,3921.63,1038.0112495266662
3781,Suite,Holiday Inn,Summer,57.0,Sports Events,Thursday,Low,518.27,3459.5,933.7698380960794
3782,Deluxe,Marriott,Summer,48.0,Festivals,Thursday,Medium,266.23,4362.39,959.2431600504913
3783,Suite,Holiday Inn,Autumn,26.0,Festivals,Thursday,Medium,612.61,4862.76,1204.0011492070435
3784,Suite,Holiday Inn,Winter,37.0,Conferences,Thursday,Medium,565.55,6129.71,935.9735436842199
3785,Suite,Marriott,Spring,61.0,Festivals,Wednesday,High,514.15,7326.66,858.1290937721615
3786,Suite,Holiday Inn,Autumn,68.0,Parades,Friday,Medium,631.56,3241.72,1475.2788452424172
3787,Deluxe,Sheraton,Summer,30.0,Parades,Thursday,Low,323.18,5221.81,1497.2941538809987
3788,Suite,Sheraton,Summer,41.0,Festivals,Thursday,Medium,329.68,3782.75,920.2823579645176
3789,Double,Holiday Inn,Summer,52.0,Festivals,Wednesday,Medium,405.22,3799.78,569.6082782035929
3790,Suite,Holiday Inn,Summer,53.0,Festivals,Friday,Medium,509.89,4917.12,1360.7420411006653
3791,Double,Holiday Inn,Spring,24.0,Sports Events,Sunday,Medium,650.34,4043.74,712.9827755403082
3792,Suite,Marriott,Summer,52.0,Sports Events,Friday,High,341.06,5657.49,950.4057218877193
3793,Suite,Holiday Inn,Summer,70.0,Conferences,Thursday,Low,702.44,5707.49,1440.3292493572935
3794,Suite,Holiday Inn,Summer,21.0,Conferences,Friday,High,457.72,5806.39,1110.76747853271
3795,Deluxe,Marriott,Spring,47.0,Festivals,Friday,Medium,633.98,4903.89,895.5673331723199
3796,Double,Marriott,Spring,43.0,Conferences,Thursday,Medium,774.84,2957.28,721.9140767587277
3797,Double,Marriott,Summer,36.0,Concerts,Wednesday,Medium,310.37,4220.48,434.14550720192943
3798,Suite,Holiday Inn,Spring,48.0,Sports Events,Thursday,Medium,336.18,5038.66,686.5227590921584
3799,Deluxe,Sheraton,Summer,26.0,Festivals,Thursday,Medium,576.84,3467.28,1060.0599070934604
3800,Suite,Holiday Inn,Spring,50.0,Conferences,Wednesday,Medium,234.32,2998.87,461.04026507049
3801,Suite,Holiday Inn,Summer,33.0,Festivals,Friday,High,554.5,5786.36,948.9861503664114
3802,Suite,Holiday Inn,Spring,65.0,Concerts,Friday,Medium,416.68,4265.69,774.5346670379232
3803,Suite,Holiday Inn,Spring,34.0,Sports Events,Friday,Medium,611.57,5984.42,799.1785987014224
3804,Double,Holiday Inn,Summer,48.0,Festivals,Thursday,Medium,559.38,4693.49,836.6770131502286
3805,Suite,Holiday Inn,Spring,45.0,Festivals,Thursday,Medium,343.42,4711.19,560.6489489890389
3806,Suite,Sheraton,Spring,29.0,Festivals,Friday,Medium,617.29,5298.86,1159.8752413743803
3807,Suite,Holiday Inn,Spring,45.0,Conferences,Thursday,Medium,353.9,4433.37,810.9060762266422
3808,Double,Marriott,Summer,60.0,Festivals,Wednesday,Medium,-63362.420000000006,5371.65,940.4168222361596
3809,Suite,Holiday Inn,Summer,55.0,Festivals,Saturday,Medium,685.51,4634.05,1305.3738295227463
3810,Suite,Sheraton,Summer,43.0,Festivals,Friday,Medium,536.89,7633.28,1188.4002182211696
3811,Double,Holiday Inn,Summer,45.0,Conferences,Saturday,Medium,461.49,3204.23,1077.6913354285527
3812,Suite,Holiday Inn,Spring,48.0,Sports Events,Thursday,Medium,331.48,4816.1,558.2325018392584
3813,Suite,Holiday Inn,Spring,56.0,Festivals,Friday,Medium,399.64,4218.34,914.4501655810229
3814,Suite,Holiday Inn,Summer,51.0,Festivals,Friday,Medium,583.5,3912.87,1233.5548875886075
3815,Deluxe,Holiday Inn,Summer,47.0,Festivals,Thursday,Medium,655.44,5618.12,1255.6191533692438
3816,Suite,Holiday Inn,Summer,55.0,Sports Events,Friday,Medium,368.51,4626.56,920.9067468938288
3817,Suite,Sheraton,Spring,53.0,Sports Events,Friday,Medium,632.18,4464.16,659.5588821375
3818,Suite,Sheraton,Summer,39.0,Sports Events,Saturday,Medium,444.34,6816.67,1020.8979766295791
3819,Double,Holiday Inn,Spring,51.0,Conferences,Thursday,Medium,687.21,4856.2,909.4991559128675
3820,Suite,Holiday Inn,Summer,41.0,Sports Events,Wednesday,Medium,623.83,5395.89,852.0434556230703
3821,Deluxe,Sheraton,Spring,66.0,Conferences,Thursday,Medium,391.78,5183.95,1115.5735863048228
3822,Suite,Marriott,Summer,44.0,Sports Events,Friday,Medium,207.36,3977.44,662.1658971518043
3823,Deluxe,Sheraton,Spring,42.0,Conferences,Thursday,Medium,515.33,5963.32,1050.219554408337
3824,Double,Holiday Inn,Summer,24.0,Conferences,Friday,Medium,561.28,4045.95,1041.8390075031255
3825,Suite,Holiday Inn,Spring,42.0,Festivals,Wednesday,Medium,427.28,3982.31,736.1997005086532
3826,Suite,Holiday Inn,Summer,53.0,Festivals,Wednesday,Medium,619.7,2865.27,1009.1536526338455
3827,Deluxe,Holiday Inn,Summer,55.0,Concerts,Saturday,Medium,439.63,7508.21,1133.8685534694946
3828,Family Room,Holiday Inn,Spring,41.0,Sports Events,Tuesday,Medium,424.81,3470.15,950.0597640815715
3829,Suite,Sheraton,Spring,41.0,Conferences,Friday,Medium,641.95,3911.26,974.609957920005
3830,Double,Holiday Inn,Spring,51.0,Festivals,Thursday,Medium,284.81,4226.44,777.7245680708511
3831,Suite,Holiday Inn,Summer,26.0,Festivals,Friday,Medium,442.33,6595.35,1221.5694886314382
3832,Double,Holiday Inn,Summer,44.0,Festivals,Wednesday,High,628.06,2387.5,914.5470727077487
3833,Double,Holiday Inn,Summer,44.0,Conferences,Thursday,Low,427.53,4862.35,997.7051198586615
3834,Double,Holiday Inn,Summer,66.0,Conferences,Tuesday,Medium,479.31,4317.41,1046.0068870248344
3835,Suite,Holiday Inn,Summer,45.0,Festivals,Thursday,Low,361.71,3782.8,1002.6595013450939
3836,Suite,Holiday Inn,Spring,27.0,Sports Events,Thursday,Medium,541.5,5726.05,697.0522611514874
3837,Suite,Holiday Inn,Summer,47.0,Sports Events,Tuesday,Medium,516.03,5721.38,829.7558375214289
3838,Deluxe,Holiday Inn,Summer,44.0,Festivals,Thursday,Medium,537.96,6986.21,1479.924081531994
3839,Deluxe,Sheraton,Summer,52.0,Sports Events,Friday,Medium,485.63,3334.98,1007.9178478411026
3840,Suite,Holiday Inn,Autumn,62.0,Conferences,Tuesday,Medium,610.36,5276.03,1188.8454141692023
3841,Suite,Holiday Inn,Summer,71.0,Conferences,Friday,Medium,415.81,3564.19,1311.734612729399
3842,Suite,Marriott,Spring,24.0,Festivals,Saturday,Medium,689.14,7431.39,1220.6029112929393
3843,Suite,Holiday Inn,Spring,18.0,Festivals,Thursday,Medium,713.53,5827.62,858.0118883678656
3844,Suite,Holiday Inn,Spring,57.0,Sports Events,Wednesday,High,608.81,4032.15,720.367258424728
3845,Deluxe,Holiday Inn,Summer,13.0,Festivals,Wednesday,Medium,451.07,5118.04,1044.3520319779311
3846,Deluxe,Holiday Inn,Spring,44.0,Sports Events,Friday,Medium,271.17,7243.47,959.4187843174283
3847,Suite,Holiday Inn,Summer,68.0,Festivals,Saturday,Medium,617.84,4867.32,1335.6166547606742
3848,Double,Marriott,Spring,32.0,Festivals,Thursday,Medium,582.67,6055.26,571.0315221784426
3849,Suite,Holiday Inn,Spring,42.0,Sports Events,Thursday,Medium,302.36,6587.75,706.7203801959809
3850,Suite,Holiday Inn,Autumn,51.0,Festivals,Wednesday,Medium,597.69,6271.18,1220.6978964506475
3851,Deluxe,Holiday Inn,Summer,58.0,Sports Events,Wednesday,Medium,412.95,5211.79,1042.5486344923231
3852,Suite,Marriott,Spring,45.0,Sports Events,Thursday,High,613.83,5523.53,778.0463557703066
3853,Double,Holiday Inn,Summer,50.0,Festivals,Wednesday,Medium,625.47,3980.96,792.7961994775615
3854,Suite,Holiday Inn,Spring,23.0,Festivals,Thursday,Medium,625.84,5109.03,993.3012760958209
3855,Suite,Holiday Inn,Summer,52.0,Festivals,Thursday,Medium,593.33,4279.99,1083.9673229487
3856,Suite,Sheraton,Summer,25.0,Festivals,Wednesday,High,589.3,5384.1,785.2690886965079
3857,Suite,Marriott,Summer,52.0,Conferences,Thursday,Medium,525.87,6701.07,1448.9108137842231
3858,Suite,Holiday Inn,Summer,52.0,Festivals,Friday,High,524.04,4917.04,1205.6884039648737
3859,Single,Marriott,Spring,75.0,Festivals,Friday,Medium,559.48,6838.69,778.8680773936376
3860,Deluxe,Holiday Inn,Summer,42.0,Festivals,Friday,Medium,570.47,6497.81,1210.489854729758
3861,Double,Sheraton,Summer,69.0,Festivals,Friday,Medium,317.91,6594.42,1244.4494647745182
3862,Double,Marriott,Summer,61.0,Festivals,Thursday,Medium,537.02,4341.33,859.4946851474812
3863,Double,Sheraton,Spring,88.0,Festivals,Thursday,Medium,519.76,5183.65,927.271269023867
3864,Double,Sheraton,Spring,41.0,Festivals,Friday,Medium,583.92,5037.75,948.7559310277471
3865,Single,Holiday Inn,Spring,44.0,Festivals,Saturday,Medium,573.54,4369.09,704.6152835613944
3866,Suite,Holiday Inn,Spring,29.0,Conferences,Friday,Medium,666.33,5482.22,1019.3109590126388
3867,Double,Holiday Inn,Spring,36.0,Sports Events,Friday,Medium,508.9,4213.6,619.711476254631
3868,Suite,Sheraton,Spring,45.0,Festivals,Thursday,High,545.99,6539.97,845.4360788579647
3869,Suite,Holiday Inn,Spring,55.0,Festivals,Friday,Medium,527.72,4557.6,971.0660696022095
3870,Suite,Marriott,Summer,53.0,Festivals,Thursday,Medium,383.27,7509.26,1286.741524162571
3871,Double,Hyatt,Summer,62.0,Festivals,Wednesday,Medium,422.66,3434.88,783.1541824732006
3872,Single,Holiday Inn,Summe,35.0,Festivals,Thursday,Medium,572.73,4137.47,732.0445144817685
3873,Suite,Marriott,Summer,60.0,Festivals,Wednesday,Medium,606.56,4762.6,1056.7761471948638
3874,Suite,Sheraton,Summer,56.0,Festivals,Friday,Low,705.46,5506.11,1350.2992331517019
3875,Double,Sheraton,Spring,52.0,Festivals,Saturday,Medium,615.9,5766.67,918.8472784735043
3876,Deluxe,Sheraton,Spring,43.0,Festivals,Saturday,Medium,360.27,4321.33,1052.9578158644058
3877,Suite,Holiday Inn,Summer,40.0,Conferences,Wednesday,Medium,388.95,1608.99,1064.743120311172
3878,Suite,Sheraton,Summer,38.0,Festivals,Friday,Medium,513.13,4414.58,894.1891109419062
3879,Suite,Holiday Inn,Spring,60.0,Festivals,Friday,Medium,716.61,5280.49,1104.8026326207437
3880,Suite,Holiday Inn,Winter,49.0,Sports Events,Friday,Medium,724.49,3982.1,583.1949853211254
3881,Double,Sheraton,Summer,49.0,Conferences,Tuesday,Medium,391.6,4243.88,980.9347405049951
3882,Suite,Hyatt,Sprin,18.0,Festivals,Saturday,High,333.83,6003.73,626.5715449591983
3883,Suite,Marriott,Summer,50.0,Festivals,Thursday,Low,511.81,5539.67,1214.965070432828
3884,Suite,Sheraton,Summer,55.0,Festivals,Thursday,Medium,808.56,4207.7,1248.3965990459913
3885,Double,Holiday Inn,Summer,55.0,Festivals,Thursday,Medium,528.1,6094.27,793.7995555037257
3886,Suite,Holiday Inn,Summer,35.0,Festivals,Thursday,Medium,308.81,4990.8,1012.1669784752977
3887,Double,Holiday Inn,Summer,39.0,Festivals,Wednesday,Low,571.51,4888.36,1051.9142096599492
3888,Double,Holiday Inn,Spring,59.0,Festivals,Thursday,Medium,558.34,6068.19,729.611387056414
3889,Deluxe,Holiday Inn,Summer,43.0,Conferences,Wednesday,Medium,718.66,5001.44,1358.6665449097513
3890,Double,Holiday Inn,Summer,25.0,Festivals,Thursday,Medium,747.37,5762.17,856.6760345294896
3891,Deluxe,Holiday Inn,Spring,21.0,Sports Events,Thursday,Medium,497.73,5408.4,712.1845837888362
3892,Double,Sheraton,Spring,45.0,Festivals,Wednesday,High,491.39,4551.59,444.3875879651206
3893,Double,Holiday Inn,Spring,38.0,Conferences,Wednesday,Medium,488.63,7424.61,712.9167060766152
3894,Suite,Sheraton,Summer,34.0,Festivals,Friday,Medium,644.04,5114.03,1072.6200962710054
3895,Suite,Holiday Inn,Summer,42.0,Conferences,Wednesday,Medium,552.65,5954.11,1297.1581192396754
3896,Suite,Sheraton,Autumn,40.0,Festivals,Thursday,Medium,531.13,4944.42,1130.2293128071192
3897,Double,Marriott,Spring,61.0,Sports Events,Thursday,Medium,327.46,3168.47,600.9871480144275
3898,Deluxe,Sheraton,Spring,50.0,Conferences,Friday,Medium,458.6,6266.0,1037.3294751843837
3899,Double,Holiday Inn,Summer,27.0,Festivals,Friday,Medium,569.34,4322.78,1056.9721100769495
3900,Deluxe,Sheraton,Spring,78.0,Festivals,Friday,Medium,517.04,6409.75,1298.7601102892136
3901,Suite,Holiday Inn,Summer,34.0,Conferences,Friday,Medium,475.78,5152.15,1350.0176708035597
3902,Suite,Holiday Inn,Spring,46.0,Conferences,Thursday,Medium,616.06,6479.45,1089.7407400999
3903,Double,Holiday Inn,Spring,57.0,Festivals,Thursday,Medium,408.85,5268.11,865.0831842895802
3904,Double,Holiday Inn,Spring,40.0,Festivals,Thursday,Medium,335.68,4612.92,432.81663643306575
3905,Suite,Holiday Inn,Spring,66.0,Conferences,Wednesday,Medium,559.52,5181.52,1068.6828051861767
3906,Suite,Holiday Inn,Winter,57.0,Festivals,Wednesday,Medium,517.94,3184.95,437.33726882541237
3907,Double,Holiday Inn,Summer,64.0,Sports Events,Friday,Medium,426.47,5295.28,820.7012723533018
3908,Double,Sheraton,Spring,51.0,Conferences,Tuesday,Medium,583.04,5173.91,678.1475825100842
3909,Deluxe,Sheraton,Summer,67.0,Festivals,Friday,Medium,397.86,5771.79,1258.938843739314
3910,Suite,Holiday Inn,Spring,69.0,Festivals,Friday,Medium,440.28,4324.2,730.4152977518852
3911,Double,Holiday Inn,Summer,29.0,Festivals,Friday,Low,670.78,4744.87,942.189231836153
3912,Deluxe,Sheraton,Summer,47.0,Conferences,Wednesday,High,602.08,3306.9,1374.4288793069397
3913,Suite,Holiday Inn,Spring,49.0,Sports Events,Wednesday,Medium,520.05,7054.9,762.3752085011197
3914,Suite,Holiday Inn,Spring,50.0,Conferences,Thursday,Medium,500.58,6109.85,1104.5724758123474
3915,Suite,Marriott,Summer,21.0,Conferences,Friday,Medium,724.13,5854.24,1062.4372203711957
3916,Double,Sheraton,Autumn,73.0,Festivals,Thursday,Medium,390.6,3422.86,927.6168420688219
3917,Deluxe,Sheraton,Spring,43.0,Festivals,Saturday,Medium,519.75,3602.78,1105.3884404923574
3918,Suite,Holiday Inn,Summer,42.0,Festivals,Thursday,High,524.18,3865.76,969.1269201032667
3919,Double,Holiday Inn,Summer,42.0,Festivals,Thursday,High,609.65,5298.94,873.0012013638917
3920,Suite,Sheraton,Spring,64.0,Festivals,Thursday,Medium,627.01,4224.6,993.7118063283365
3921,Suite,Holiday Inn,Summer,37.0,Conferences,Friday,Medium,408.62,5549.18,1407.752966697651
3922,Suite,Marriott,Spring,60.0,Conferences,Thursday,Medium,397.37,6653.76,927.6118591287417
3923,Double,Sheraton,Autumn,46.0,Festivals,Wednesday,Medium,611.08,3248.34,1203.159459090667
3924,Suite,Sheraton,Spring,33.0,Conferences,Thursday,Medium,403.82,3912.83,946.6319778483266
3925,Suite,Holiday Inn,Spring,48.0,Festivals,Wednesday,Medium,555.79,4205.23,658.0257256761416
3926,Double,Sheraton,Autumn,46.0,Conferences,Thursday,Medium,527.42,4138.85,1276.8510068505416
3927,Suite,Holiday Inn,Summer,52.0,Sports Events,Friday,Medium,411.43,4565.78,966.029463550537
3928,Suite,Sheraton,Summer,39.0,Conferences,Wednesday,Medium,628.57,6533.6,1054.8038302624664
3929,Deluxe,Marriott,Winter,54.0,Conferences,Tuesday,Medium,447.17,8666.01,935.8333483270329
3930,Suite,Marriott,Summer,44.0,Conferences,Thursday,Medium,373.32,5966.41,1278.8970471641096
3931,Double,Hyatt,Spring,27.0,Conferences,Saturday,Medium,567.33,6270.93,915.9864426273455
3932,Suite,Sheraton,Autumn,56.0,Festivals,Wednesday,Medium,538.24,2935.6,1274.7536096935007
3933,Suite,Marriott,Summer,39.0,Parades,Saturday,Medium,498.69,5103.36,1556.1203404813205
3934,Double,Marriott,Spring,45.0,Festivals,Thursday,Medium,343.18,5898.95,716.4537459241546
3935,Suite,Holiday Inn,Summer,30.0,Sports Events,Saturday,High,321.45,5620.04,857.2820062689926
3936,Suite,Holiday Inn,Spring,49.0,Festivals,Friday,Medium,390.79,6475.07,972.4386196764383
3937,Suite,Marriott,Summer,20.0,Conferences,Wednesday,Medium,508.18,3042.17,973.9165637876445
3938,Deluxe,Marriott,Spring,68.0,Conferences,Thursday,Low,546.33,7882.94,1373.2531895947939
3939,Double,Holiday Inn,Summer,44.0,Festivals,Friday,Medium,453.09,5388.0,981.0036283246258
3940,Deluxe,Holiday Inn,Winter,47.0,Conferences,Friday,Medium,635.61,4585.39,938.4522152188158
3941,Suite,Sheraton,Summer,59.0,Festivals,Friday,Low,287.34,4267.42,1067.3581361145457
3942,Double,Marriott,Spring,48.0,Festivals,Wednesday,High,394.06,3951.22,691.0435724204519
3943,Suite,Holiday Inn,Spring,68.0,Festivals,Friday,Medium,480.34,5259.47,1116.00479603922
3944,Suite,Holiday Inn,Summer,74.0,Festivals,Wednesday,Medium,665.74,3831.74,1406.5671034317816
3945,Double,Marriott,Spring,64.0,Festivals,Thursday,Medium,799.54,4321.99,844.301663347499
3946,Suite,Holiday Inn,Spring,60.0,Sports Events,Thursday,Medium,364.11,4406.78,735.8095912599005
3947,Suite,Holiday Inn,Summer,83.0,Festivals,Wednesday,Medium,328.77,4553.64,1084.258619138843
3948,Double,Marriott,Spring,55.0,Festivals,Friday,Low,491.4,6387.83,1064.2196939449025
3949,Double,Holiday Inn,Spring,30.0,Festivals,Thursday,Low,422.32,6618.23,597.7795239042894
3950,Suite,Marriott,Summer,47.0,Conferences,Thursday,Medium,466.53,3539.56,1030.1374124119939
3951,Suite,Sheraton,Summer,62.0,Festivals,Thursday,Medium,638.57,5134.99,1115.9982486561937
3952,Suite,Holiday Inn,Spring,54.0,Conferences,Thursday,Medium,448.22,3569.64,899.7000257239556
3953,Double,Holiday Inn,Spring,41.0,Festivals,Tuesday,Medium,550.87,4604.67,542.8046157447307
3954,Suite,Holiday Inn,Spring,29.0,Festivals,Thursday,Medium,573.76,5137.64,900.4516175250574
3955,Double,Sheraton,Spring,41.0,Festivals,Friday,Medium,697.71,5315.86,894.06135111523
3956,Double,Marriott,Summer,52.0,Festivals,Thursday,Medium,557.38,4389.34,971.1277068626235
3957,Suite,Marriott,Summer,32.0,Festivals,Tuesday,High,510.74,6099.04,727.8022105010556
3958,Double,Marriott,Summer,62.0,Festivals,Saturday,Medium,636.97,3989.45,1067.3028031607644
3959,Suite,Sheraton,Summer,57.0,Conferences,Thursday,Medium,672.61,5773.94,1543.3876435891398
3960,Deluxe,Holiday Inn,Spring,50.0,Festivals,Tuesday,Medium,733.15,4873.44,964.1425170439161
3961,Suite,Holiday Inn,Summer,19.0,Festivals,Friday,Medium,497.84,3317.8,911.4811810161735
3962,Suite,Hyatt,Summer,26.0,Sports Events,Tuesday,High,676.67,4092.17,819.3186637763886
3963,Suite,Marriott,Summer,32.0,Festivals,Wednesday,Low,563.55,5255.04,975.456907026418
3964,Deluxe,Marriott,Summer,30.0,Conferences,Thursday,Low,582.58,4613.52,1323.0940537126728
3965,Suite,Marriott,Summer,5.0,Sports Events,Thursday,Medium,452.13,4423.68,642.9960516119875
3966,Double,Holiday Inn,Spring,62.0,Festivals,Friday,High,458.99,3565.17,562.207894606663
3967,Suite,Holiday Inn,Summer,24.0,Sports Events,Thursday,Medium,257.82,3652.09,498.2784392164303
3968,Deluxe,Sheraton,Spring,48.0,Sports Events,Friday,High,529.86,6582.86,1125.366268648536
3969,Deluxe,Holiday Inn,Summer,36.0,Festivals,Saturday,Medium,214.02,5597.53,1141.9322856562853
3970,Suite,Holiday Inn,Spring,30.0,Festivals,Friday,Medium,671.48,4054.0,817.3165073931646
3971,Deluxe,Marriott,Spring,84.0,Festivals,Tuesday,Medium,526.41,5655.5,1082.6448633459893
3972,Single,Holiday Inn,Spring,70.0,Conferences,Thursday,Medium,617.35,4311.95,497.9004644878313
3973,Suite,Holiday Inn,Spring,52.0,Festivals,Thursday,Medium,439.45,4317.72,777.4192717031937
3974,Family Room,Holiday Inn,Summer,25.0,Conferences,Friday,Medium,483.73,5921.13,1585.398007771825
3975,Suite,Holiday Inn,Summer,39.0,Festivals,Saturday,Medium,663.38,6445.59,1206.5974407405006
3976,Deluxe,Sheraton,Summer,45.0,Conferences,Friday,Medium,646.91,3634.04,1355.558896115785
3977,Deluxe,Sheraton,Spring,37.0,Festivals,Saturday,Medium,245.47,3573.45,940.8198821248766
3978,Suite,Sheraton,Summer,47.0,Festivals,Thursday,Medium,668.76,3926.25,907.7899881947146
3979,Suite,Holiday Inn,Summer,46.0,Conferences,Sunday,Low,421.93,3006.27,1351.6942083486645
3980,Suite,Holiday Inn,Spring,49.0,Conferences,Thursday,Medium,419.52,3446.14,1012.0396815802635
3981,Deluxe,Holiday Inn,Summer,51.0,Festivals,Thursday,Medium,582.4,4770.66,1239.7102309069237
3982,Double,Holiday Inn,Summer,52.0,Conferences,Wednesday,High,515.99,2741.57,923.1374176816579
3983,Double,Sheraton,Spring,21.0,Festivals,Tuesday,Medium,660.53,6560.3,489.642756304292
3984,Double,Holiday Inn,Spring,31.0,Conferences,Thursday,Medium,582.73,5358.56,1005.2963578828851
3985,Suite,Sheraton,Spring,66.0,Festivals,Wednesday,Medium,473.21,5570.92,951.7362976079575
3986,Suite,Holiday Inn,Summer,66.0,Festivals,Tuesday,Low,469.85,3287.28,883.4794299683344
3987,Suite,Holiday Inn,Spring,60.0,Conferences,Sunday,Medium,564.52,5228.38,1328.8266482044262
3988,Double,Marriott,Spring,63.0,Conferences,Friday,Medium,357.03,7529.83,1081.672188308533
3989,Suite,Sheraton,Summer,36.0,Sports Events,Thursday,Medium,459.56,4093.48,785.5821959828158
3990,Suite,Holiday Inn,Summer,53.0,Sports Events,Wednesday,Medium,449.47,4927.6,747.2367862371683
3991,Deluxe,Marriott,Summer,36.0,Festivals,Friday,Medium,506.48,5799.94,1282.6977120450288
3992,Suite,Sheraton,Spring,50.0,Conferences,Friday,High,517.34,3407.33,892.586843460287
3993,Double,Holiday Inn,Spring,62.0,Conferences,Saturday,Medium,557.49,4823.46,1231.0781989582363
3994,Deluxe,Holiday Inn,Spring,56.0,Conferences,Thursday,Medium,559.84,4679.48,1088.2502180360684
3995,Suite,Holiday Inn,Spring,55.0,Festivals,Wednesday,Low,572.62,5033.71,946.9088318270044
3996,Double,Sheraton,Summer,65.0,Conferences,Wednesday,Medium,460.03,6341.2,942.741969466664
3997,Suite,Sheraton,Summer,30.0,Festivals,Friday,Medium,388.6,8297.17,1360.5696673514099
3998,Double,Sheraton,Spring,57.0,Festivals,Saturday,Medium,578.61,4634.18,862.889236289666
3999,Double,Hilton,Spring,41.0,Conferences,Thursday,Low,418.72,6740.51,989.1334240099108
4000,Suite,Marriott,Spring,36.0,Festivals,Friday,Medium,492.11,7212.92,896.1120464440879
4001,Double,Marriott,Spring,38.0,Sports Events,Friday,Medium,682.49,3793.68,767.7613620393685
